ML541,The Ohio Players,Love Rollercoaster,happy,,
ML542,The Staple Singers,Respect Yourself,relaxed,,
ML543,Clyde McPhatter,Lover Please,sad,,
ML544,The Jackson 5,Maybe Tomorrow,relaxed,,
ML545,The Blackbyrds,Walking In Rhythm,relaxed,,
ML546,Shalamar,Take That To The Bank,happy,,
ML547,Maze,Love Is The Key ,relaxed,,
ML548,Gerald Levert,Baby Hold On To Me,relaxed,,
ML549,Maxwell,Fortunate,relaxed,,
ML550,Eddie Kendricks,Intimate Friends,happy,,
ML551,Teena Marie,Young Love,happy,,
ML552,Ledisi,In The Morning,happy,,
ML553,Miki Howard,Come Share My Love,happy,,
ML554,Smokey Robinson,I Can't Give You Anything But Love,happy,,
ML555,George Benson,Don't Let Me Be Lonely Tonight,sad,,
ML556,Natalie Cole,Our Love,happy,,
ML557,Jimmy Sommers,If I Knew ,angry,,
ML558,Kindred The Family Soul,House Of Love,relaxed,,
ML559,Anita Baker,Angel,relaxed,,
ML560,Usher,Burn,angry,,
ML561,Waka Flocka Flame,Bustin' At 'Em,sad,,
ML562,Wavves,Mickey Mouse,sad,,
ML563,Suuns,Organ Blues,happy,,
ML564,The Apples In Stereo,Dream About The Future,relaxed,,
ML565,Bob Marley & The Wailers,Small Axe,sad,,
ML566,Waking The Cadaver,Boss Status,angry,,
ML567,Jah Cure,Troddin The Valley,angry,,
ML568,Bonnie 'Prince' Billy,Love Comes To Me,happy,,
ML569,Clap Your Hands Say Yeah,In This Home On Ice,sad,,
ML570,No Age,Fever Dreaming,sad,,
ML571,Grizzly Bear,Knife,angry,,
ML572,Out Hud,It's For You,sad,,
ML573,Hot Snakes,Braintrust,relaxed,,
ML574,Gravenhurst,The Velvet Cell,angry,,
ML575,Jemina Pearl,I Hate People ,angry,,
ML576,Asobi Seksu,Thursday,sad,,
ML577,Someone Still Loves You Boris Yeltsin,In Pairs,happy,,
ML578,Living Sacrifice,The Training,angry,,
ML579,Elliott Smith,Let's Get Lost,angry,,
ML580,Spank Rock,What It Look Like,sad,,
ML581,Stacey Kent,What A Wonderful World,relaxed,,
ML582,Frank Sinatra,My Kind Of Girl,relaxed,,
ML583,Ted Weems,Heartaches,happy,,
ML584,Rosemary Clooney,Come On-A My House,relaxed,,
ML585,Tommy Dorsey & His Orchestra,I'll Never Smile Again ,happy,,
ML586,Billie Holiday,Nice Work If You Can Get It,relaxed,,
ML587,Nat King Cole,Too Young,happy,,
ML588,Frank Sinatra,Nice 'N' Easy,relaxed,,
ML589,Nat King Cole,The Very Thought Of You ,relaxed,,
ML590,Escape The Fate,Issues,sad,,
ML591,Garbage,Stupid Girl,sad,,
ML592,Alkaline Trio,This Addiction,sad,,
ML593,Radiohead,Just,sad,,
ML594,Deftones,Minerva,relaxed,,
ML595,Sublime,Jailhouse,angry,,
ML596,Against Me!,I Was A Teenage Anarchist,angry,,
ML597,Sade,Love Is Stronger Than Pride,happy,,
ML598,Bruce Hornsby,Walk In The Sun,relaxed,,
ML599,Brian McKnight,Crazy Love,happy,,
ML600,Lionel Richie,You Are,happy,,
ML601,Harry Nilsson,Jump Into The Fire,happy,,
ML602,The Derek Trucks Band,Rastaman Chant,relaxed,,
ML603,Monchy & Alexandra,Dos Locos,sad,,
ML604,Chayanne,Un Siglo Sin Ti,sad,,
ML605,Domenic Marte,Eres Asi,sad,,
ML606,Juanes,Me Enamora,sad,,
ML607,Aleks Syntek,Duele El Amor ,sad,,
ML608,Amy Grant,Lucky One,happy,,
ML609,Natalie Cole,Inseparable,relaxed,,
ML610,Michael Jackson,One More Chance,happy,,
ML611,Robert John,Sad Eyes,sad,,
ML612,Elton John,Blue Eyes,relaxed,,
ML613,Bread,Make It With You,relaxed,,
ML614,Wilson Phillips,You're In Love,happy,,
ML615,Three Dog Night,Black & White,relaxed,,
ML616,Carly Simon,Haven't Got Time For The Pain,angry,,
ML617,Kenny Loggins,Meet Me Half Way,relaxed,,
ML618,Lionel Richie,Truly,happy,,
ML619,Stevie Wonder,Sweetest Somebody I Know,happy,,
ML620,Michael Jackson,Got To Be There,relaxed,,
ML621,The Emotions,Don't Ask My Neighbors,angry,,
ML622,The Majors,A Wonderful Dream,relaxed,,
ML623,The Everly Brothers,All I Have To Do Is Dream,relaxed,,
ML624,War,The World Is A Ghetto,relaxed,,
ML625,The O'Jays,For The Love Of Money,happy,,
ML626,The Rolling Stones,I Just Want To Make Love To You,happy,,
ML627,The Beatles,Birthday,happy,,
ML628,The Beatles,The End,happy,,
ML629,.38 Special,Fantasy Girl,relaxed,,
ML630,The Beatles,Happiness Is A Warm Gun,angry,,
ML631,The Jimi Hendrix Experience,Stone Free,relaxed,,
ML632,Alice Cooper,Be My Lover,relaxed,,
ML633,Sanctus Real,The Face Of Love,happy,,
ML634,BarlowGirl,I Need You To Love Me,happy,,
ML635,John Prine,Glory Of True Love,happy,,
ML636,Luciano,For The Leaders,angry,,
ML637,Gregory Isaacs,Slavemaster,angry,,
ML638,Chimaira,Pure Hatred,angry,,
ML639,Sevendust,Bitch,angry,,
ML640,Theory Of A Deadman,Hate My Life,angry,,
ML641,Evans Blue,Cold ,sad,,
ML642,Patricia Barber,Easy To Love,relaxed,,
ML643,Alabama,Down Home,relaxed,,
ML644,Jo Dee Messina,Bring On The Rain,sad,,
ML645,Thousand Foot Krutch,Fire It Up,angry,,
ML646,God Forbid,War Of Attrition,angry,,
ML647,Nirvana,Come As You Are,angry,,
ML648,Chiodos,Caves,angry,,
ML649,Nirvana,Polly ,sad,,
ML650,Lit,Miserable,angry,,
ML651,Olga Tanon,Asi Es La Vida,sad,,
ML652,Britney Spears,Toxic,angry,,
ML653,Natasha Bedingfield,These Words,happy,,
ML654,Akon,Don't Matter,angry,,
ML655,Sean Kingston,Fire Burning On The Dance Floor,angry,,
ML656,Robert Plant,You Can't Buy My Love,happy,,
ML657,Rosanne Cash,Motherless Children,happy,,
ML658,The Black Keys,Next Girl,relaxed,,
ML659,The Beatles,Octopus's Garden,relaxed,,
ML660,Moby,Study War,angry,,
ML661,Neil Young,Sign Of Love,happy,,
ML662,John Lennon & The Plastic Ono Band,Power To The People,happy,,
ML663,Iron Fire,Still Alive,angry,,
ML664,The Sword,Freya,sad,,
ML665,Inoj,Time After Time,sad,,
ML666,Reba,Strange,relaxed,,
ML667,Tanya Tucker,Some Kind Of Trouble,angry,,
ML668,Tanya Tucker,Down To My Last Teardrop,relaxed,,
ML669,Shadows Fall,Still I Rise,angry,,
ML670,Backstreet Boys,Quit Playing Games ,happy,,
ML671,Peter Cetera,Glory Of Love,happy,,
ML672,Blessid Union Of Souls,I Believe,happy,,
ML673,The Gap Band,You Dropped A Bomb On Me,angry,,
ML674,Debbie Gibson,Shake Your Love,happy,,
ML675,Incubus,Love Hurts,happy,,
ML676,The Psychedelic Furs,Heaven,relaxed,,
ML677,Dinosaur Jr.,Feel The Pain,angry,,
ML678,Echo & The Bunnymen,People Are Strange,sad,,
ML679,Iggy Pop,Lust For Life,happy,,
ML680,Crocodiles,Sleep Forever,relaxed,,
ML681,Nirvana,Sliver,relaxed,,
ML682,Ashanti,The Way That I Love You,happy,,
ML683,Maze,Southern Girl ,relaxed,,
ML684,Carole King,Will You Love Me Tomorrow?,happy,,
ML685,Mint Condition,You Don't Have To Hurt No More,angry,,
ML686,Robin Thicke,The Sweetest Love,happy,,
ML687,Eliane Elias,Movin' Me On,relaxed,,
ML688,Interpol,Barricade,sad,,
ML689,Rob Zombie,Mars Needs Women,angry,,
ML690,Rascal Flatts,I Won't Let Go,angry,,
ML691,The Beatles,Golden Slumbers,relaxed,,
ML692,Spirit,Fresh Garbage,sad,,
ML693,Vanilla Fudge,You Keep Me Hangin' On,happy,,
ML694,The Sylvers,Boogie Fever,sad,,
ML695,George Harrison,What Is Life,happy,,
ML696,Nicolette Larson,Lotta Love,happy,,
ML697,Lindsey Buckingham,Trouble,angry,,
ML698,U2,Angel Of Harlem,relaxed,,
ML699,Grand Funk Railroad,Bad Time,happy,,
ML700,Haddaway,What Is Love,angry,,
ML701,The S.O.S. Band,Take Your Time ,relaxed,,
ML702,Peter Frampton,I'm In You,happy,,
ML703,Operation Ivy,Unity,angry,,
ML704,Papa Roach,Burn,angry,,
ML705,Apocalyptica,Bring Them To Light ,angry,,
ML706,Kopek,Love Is Dead,angry,,
ML707,Peaches & Herb,Close Your Eyes,happy,,
ML708,The Temptations,You're My Everything,relaxed,,
ML709,GQ,I Do Love You,happy,,
ML710,Chalino Sanchez,El Crimen De Culiacan,sad,,
ML711,Shedaisy,Come Home Soon,relaxed,,
ML712,Garth Brooks,Standing Outside The Fire,angry,,
ML713,Lee Ann Womack,I May Hate Myself In The Morning,angry,,
ML714,Nat King Cole,L-O-V-E,happy,,
ML715,Jose Feliciano,Light My Fire,angry,,
ML716,DeBarge,All This Love,happy,,
ML717,Norah Jones,My Blue Heaven,relaxed,,
ML718,Elmore James,The Sky Is Crying,relaxed,,
ML719,Elvis Costello,One Bell Ringing,sad,,
ML720,Nicki Minaj,Save Me,relaxed,,
ML721,Brandon Heath,Your Love,happy,,
ML722,Michael W. Smith,Awesome God,happy,,
ML723,Jeremy Riddle,Bless His Name,relaxed,,
ML724,"Phillips, Craig & Dean",Because I'm Forgiven,happy,,
ML725,Sarah Sadler,Beautiful,happy,,
ML726,Juan Gabriel,Abrazame Muy Fuerte,sad,,
ML727,Chalino Sanchez,Baraja De Oro,sad,,
ML728,Sam Cooke,Trouble Blues,angry,,
ML729,Salvador,You Are There,happy,,
ML730,Billy Ocean,Love Is Forever,happy,,
ML731,Seal,I'm Still In Love With You,happy,,
ML732,Intocable,Contra Viento Y Marea,sad,,
ML733,Sonny James,Young Love,happy,,
ML734,Dolly Parton,Yellow Roses,relaxed,,
ML735,Innerpartysystem,American Trash,sad,,
ML736,Edward Sharpe & The Magnetic Zeros,Home,relaxed,,
ML737,Tenacious D,The Metal,sad,,
ML738,The Heartbeats,A Thousand Miles Away,relaxed,,
ML739,Surface,Happy,happy,,
ML740,The Gap Band,Yearning For Your Love,happy,,
ML741,War,Outlaw,angry,,
ML742,Dinora Y La Juventud,A Puro Dolor,sad,,
ML743,Lhasa,De Cara A La Pared,sad,,
ML744,Duncan Dhu,En Algun Lugar,sad,,
ML745,Miguel Aceves Mejia,Rogaciano,sad,,
ML746,Audioslave,Original Fire,angry,,
ML747,Chickenfoot,Sexy Little Thing,happy,,
ML748,Veruca Salt,Seether,angry,,
ML749,Corinne Bailey Rae,Is This Love,happy,,
ML750,Jack White,Wayfaring Stranger,relaxed,,
ML751,Cross Canadian Ragweed,Fightin' For,angry,,
ML752,Janie Frickie,It Ain't Easy Bein' Easy,relaxed,,
ML753,The Statler Brothers,Bed Of Roses,relaxed,,
ML754,Dolly Parton,But You Know I Love You,happy,,
ML755,Marilyn Manson,The Nobodies,sad,,
ML756,Ozzy Osbourne,Killer Of Giants,angry,,
ML757,L.A. Guns,Never Enough,relaxed,,
ML758,Iron Maiden,Iron Maiden,sad,,
ML759,Honeymoon Suite,New Girl Now,relaxed,,
ML760,Stevie Ray Vaughan & Double Trouble,Willie The Wimp ,sad,,
ML761,Faith Evans,Love Like This,happy,,
ML762,Elvis Presley,Jailhouse Rock,sad,,
ML763,Al Martino,I Love You Because,happy,,
ML764,George McCrae,Rock Your Baby,relaxed,,
ML765,Bruce Springsteen,Save My Love,relaxed,,
ML766,Dolores O'Riordan,The Journey,relaxed,,
ML767,She & Him,I Should Have Known Better,happy,,
ML768,Ian Dury & The Blockheads,Hit Me With Your Rhythm Stick,angry,,
ML769,The Red Hot Chili Peppers,Behind The Sun,relaxed,,
ML770,J.D. Souther,You're Only Lonely,sad,,
ML771,Freelance Whales,Starring,angry,,
ML772,The Cure,Fascination Street,sad,,
ML773,Jack Johnson,Wasting Time,sad,,
ML774,The Beatles,Thank You Girl ,relaxed,,
ML775,Electronic,Getting Away With It,happy,,
ML776,Chris Tomlin,Our God,happy,,
ML777,Robbie Seay Band,Song of Hope,happy,,
ML778,Hezekiah Walker & The Love Fellowship Crusade Choir,Grateful ,relaxed,,
ML779,Martha Munizzi,Invincible God,happy,,
ML780,Vickie Winans,The Rainbow,relaxed,,
ML781,The Shirelles,Will You Love Me Tomorrow,happy,,
ML782,Dianne Reeves,Afro Blue,relaxed,,
ML783,Black Label Society,Bored To Tears,sad,,
ML784,George Michael,I Want Your Sex,happy,,
ML785,Slayer,War Ensemble,angry,,
ML786,Metallica,Crash Course In Brain Surgery,angry,,
ML787,Monchy & Alexandra,Hasta El Fin,sad,,
ML788,Patrulla 81,Como Me Haces Falta,sad,,
ML789,Aliados De La Sierra,Te Amo,sad,,
ML790,Los Rieleros Del Norte,Un Juego,sad,,
ML791,Conjunto Primavera,El Amor Que Nunca Fue,sad,,
ML792,Luther Vandross,Anyone Who Had A Heart,happy,,
ML793,New Edition,Candy Girl,relaxed,,
ML794,Tower Of Power,Give Me Your Love,happy,,
ML795,Joan Osborne,War,angry,,
ML796,Jimmy Smith,Strut ,relaxed,,
ML797,"Harry Connick, Jr.",My Blue Heaven,relaxed,,
ML798,The Brian Setzer Orchestra,The Dirty Boogie,sad,,
ML799,Joni Mitchell,Sometimes I'm Happy,happy,,
ML800,Jimmy Smith,I Just Wanna Make Love To You ,happy,,
ML801,The Naked And Famous,All Of This,sad,,
ML802,The Jesus & Mary Chain,Just Like Honey,relaxed,,
ML803,Destructor,Skull Splitter,sad,,
ML804,Noah And The Whale,Give A Little Love,happy,,
ML805,Grizzly Bear,Lullabye,relaxed,,
ML806,Best Coast,Honey,relaxed,,
ML807,Warpaint,Composure,sad,,
ML808,Sly & The Family Stone,Family Affair,relaxed,,
ML809,Gliss,Morning Light,happy,,
ML810,Kaiser Chiefs,I Predict A Riot,angry,,
ML811,Buzzcocks,Ever Fallen In Love?,happy,,
ML812,Jay Reatard,DOA,happy,,
ML813,OFF!,Upside Down,sad,,
ML814,The Jesus & Mary Chain,The Hardest Walk,sad,,
ML815,Fang Island,The Illinois,relaxed,,
ML816,The Decemberists,This Is Why We Fight,angry,,
ML817,No Age,Life Prowler,happy,,
ML818,Someone Still Loves You Boris Yeltsin,Everlyn,sad,,
ML819,Billie Holiday,There Is No Greater Love,happy,,
ML820,Louis Armstrong,Stormy Weather,sad,,
ML821,Chevelle,Vitamin R ,angry,,
ML822,Deftones,Bored,sad,,
ML823,Muse,Knights Of Cydonia,angry,,
ML824,Bebel Gilberto,Aganju,sad,,
ML825,Peter Gabriel,Digging In The Dirt,sad,,
ML826,KMFDM,WWIII,angry,,
ML827,Michael Bolton,Said I Loved You...But I Lied,happy,,
ML828,England Dan & John Ford Coley,It's Sad To Belong,sad,,
ML829,Queen Latifah,What Love Has Joined Together,happy,,
ML830,Roberta Flack,Set The Night To Music ,relaxed,,
ML831,Otis Redding,Respect,relaxed,,
ML832,"Emerson, Lake & Palmer",From The Beginning,sad,,
ML833,Roisin Murphy,Let Me Know,sad,,
ML834,Elton John,Sad Songs ,sad,,
ML835,Sarah Vaughan,You're Not The Kind,relaxed,,
ML836,Alan Jackson,A Woman's Love,happy,,
ML837,Dean Martin,Innamorata,happy,,
ML838,Fine Young Cannibals,Ever Fallen In Love,happy,,
ML839,LeAnn Rimes,God Bless America,relaxed,,
ML840,Diana Krall,Little Girl Blue,relaxed,,
ML841,Billie Holiday,Did I Remember?,angry,,
ML842,Billie Holiday,The Very Thought Of You,relaxed,,
ML843,"Hamilton, Joe Frank & Reynolds",Fallin' In Love,happy,,
ML844,Mary J. Blige,Real Love ,happy,,
ML845,Trivium,Shattering The Skies Above,angry,,
ML846,Jarabe De Palo,El Lado Oscuro,sad,,
ML847,Ricardo Arjona,Pinguinos En La Cama,sad,,
ML848,The Oak Ridge Boys,Fancy Free,relaxed,,
ML849,Bobby Bare,500 Miles Away From Home,relaxed,,
ML850,Willie Nelson,Let It Be Me,happy,,
ML851,Willie Nelson,Blue Skies,relaxed,,
ML852,Ronnie Milsap,"Happy, Happy Birthday Baby",happy,,
ML853,Dolly Parton,Think About Love,happy,,
ML854,Marty Robbins,Big Iron,sad,,
ML855,Faron Young,Hello Walls,sad,,
ML856,Billy Swan,I Can Help,relaxed,,
ML857,Frank Sinatra,Nice Work If You Can Get It,relaxed,,
ML858,The Red Hot Chili Peppers,Fortune Faded,sad,,
ML859,Taddy Porter,Shake Me,sad,,
ML860,Rob Zombie,Sick Bubble-Gum,sad,,
ML861,Egypt Central,You Make Me Sick,sad,,
ML862,Juelz Santana,There It Go ,relaxed,,
ML863,Skindred,Pressure,angry,,
ML864,The Wannadies,Skin,happy,,
ML865,Vanessa Williams,My Flame,happy,,
ML866,Paula Abdul,The Way That You Love Me,happy,,
ML867,My Morning Jacket,Circuital,sad,,
ML868,The Beatles,Yer Blues,sad,,
ML869,George Harrison,Isn't It A Pity,sad,,
ML870,Arthur Brown,Fire,angry,,
ML871,J Boog,Let's Do It Again ,relaxed,,
ML872,Kapena,Masese,sad,,
ML873,Pat Benatar,Fire And Ice,angry,,
ML874,The Four Tops,When She Was My Girl,relaxed,,
ML875,The Honey Drippers,Sea Of Love,happy,,
ML876,Emmylou Harris,Home Sweet Home,relaxed,,
ML877,Toots & The Maytals,Pressure Drop,angry,,
ML878,James Blake,Lindisfarne I,sad,,
ML879,Dan Deacon,Wet Wings,sad,,
ML880,Jane Monheit,Save Your Love For Me,happy,,
ML881,Foster The People,Warrant,angry,,
ML882,Jens Lekman,I'm Leaving You Because I Don't Love You,happy,,
ML883,Bill Callahan,Sycamore,angry,,
ML884,Wye Oak,Civilian,relaxed,,
ML885,The Doors,The Spy,angry,,
ML886,Slayer,Cult,angry,,
ML887,Dirge Within,Self Medicate,angry,,
ML888,Atreyu,Ex's And Oh's,sad,,
ML889,Donnie McClurkin,When You Love ,happy,,
ML890,Anita Baker,You Bring Me Joy,happy,,
ML891,Anita Baker,Good Love,happy,,
ML892,Adele,Love Song,happy,,
ML893,Adelitas Way,Sick,sad,,
ML894,Sick Puppies,War,angry,,
ML895,Red,Feed The Machine,sad,,
ML896,Metallica,Metal Militia,sad,,
ML897,Cold,Wicked World,angry,,
ML898,Anthrax,Among The Living,angry,,
ML899,Blackguard,Firefight,angry,,
ML900,Katy Perry,E.T. ,angry,,
ML901,The Stylistics,You're A Big Girl Now,relaxed,,
ML902,Kid Rock,Collide ,angry,,
ML903,Millie Small,My Boy Lollipop,happy,,
ML904,The Rolling Stones,We Love You,happy,,
ML905,Bob Marley & The Wailers,War,angry,,
ML906,Gene Pitney,Only Love Can Break A Heart,happy,,
ML907,John Hiatt,What Kind Of Man,relaxed,,
ML908,Joan Armatrading,This Charming Life,happy,,
ML909,The Isley Brothers,Fight The Power Part 1,angry,,
ML910,War,Me And Baby Brother,relaxed,,
ML911,Eskmo,Color Dropping,relaxed,,
ML912,Chris Tomlin,Our God,happy,,
ML913,Celine Dion,God Bless America,relaxed,,
ML914,Lincoln Brewster,All I Really Want,happy,,
ML915,Jose Jose,O Tu O Yo,sad,,
ML916,Joe Cocker,You Are So Beautiful,happy,,
ML917,Cassandra Wilson,Blue Skies,relaxed,,
ML918,Roy Milton,Thrill Me,happy,,
ML919,Billie Holiday,Nice Work If You Can Get It,relaxed,,
ML920,Delirious?,Stronger,happy,,
ML921,Ready For The World,Love You Down,happy,,
ML922,New Edition,I'm Still In Love With You,happy,,
ML923,Frederick Knight,I've Been Lonely For So Long,sad,,
ML924,Wilson Pickett,Don't Let The Green Grass Fool You,relaxed,,
ML925,Jill Scott,So In Love ,happy,,
ML926,Johnny Gill,In The Mood,relaxed,,
ML927,One Way,Cutie Pie,relaxed,,
ML928,Elvis Presley,Heartbreak Hotel,sad,,
ML929,The Platters,I Love You 1000 Times,happy,,
ML930,Bo Diddley,Bo Diddley,relaxed,,
ML931,Brenton Wood,Gimme Little Sign,relaxed,,
ML932,Barry Manilow,Can't Smile Without You,sad,,
ML933,Shenandoah,Rock My Baby,relaxed,,
ML934,Hank Snow,Hello Love,happy,,
ML935,Zebra,One More Chance,happy,,
ML936,Sammy Hagar,Baby's On Fire,angry,,
ML937,Tony Carey,I Won't Be Home Tonight,relaxed,,
ML938,Whitesnake,Love Ain't No Stranger,happy,,
ML939,Muse,Stockholm Syndrome,angry,,
ML940,Jose Alfredo Jimenez,El Rey,sad,,
ML941,Los Alegres De Teran,Hermosisimo Lucero,sad,,
ML942,Nice & Wild,Diamond Girl,relaxed,,
ML943,The Cult,Sun King,relaxed,,
ML944,Sammy Kershaw,Love Of My Life,happy,,
ML945,Craig Morgan,God Must Really Love Me,happy,,
ML946,Alan Jackson,Ring Of Fire,angry,,
ML947,David Kersh,Goodnight Sweetheart,relaxed,,
ML948,Robert Earl Keen,Something I Do,relaxed,,
ML949,Willie Nelson,Uncloudy Day,relaxed,,
ML950,Ryan Adams,To Be Young ,sad,,
ML951,Reckless Kelly,Some People's Kids,angry,,
ML952,Praise Band,Awesome God,happy,,
ML953,Phish,Free,relaxed,,
ML954,Christine McVie,Got A Hold On Me,happy,,
ML955,Chic,I Want Your Love,happy,,
ML956,Don Henley,Sunset Grill,relaxed,,
ML957,Underoath,A Boy Brushed Red Living In Black And White,angry,,
ML958,Vreid,Disciplined,angry,,
ML959,Belphegor,Blood Magick Necromance,angry,,
ML960,Murder By Death,Comin' Home,relaxed,,
ML961,My Darkest Days,Move Your Body,angry,,
ML962,Akon,Lonely,sad,,
ML963,Conjunto Primavera,Fue Un Placer Amarte,sad,,
ML964,Terri Clark,I Just Wanna  Be Mad,angry,,
ML965,Built To Spill,Goin' Against Your Mind,relaxed,,
ML966,Bo Diddley,Bring It To Jerome,relaxed,,
ML967,Jane Monheit,I'm Glad There Is You,happy,,
ML968,Ann Hampton Callaway,What Is This Thing Called Love?,happy,,
ML969,B.B. King,Don't Answer The Door,relaxed,,
ML970,James Hunter,No Smoke Without Fire,angry,,
ML971,Melody Gardot,Over The Rainbow,relaxed,,
ML972,Stevie Wonder,For Your Love,happy,,
ML973,Simon & Garfunkel,Homeward Bound,relaxed,,
ML974,Wadsworth Mansion,Sweet Mary,relaxed,,
ML975,Bayside,"Sick, Sick, Sick",sad,,
ML976,"Does It Offend You, Yeah?",The Monkeys Are Coming,angry,,
ML977,Rosie & The Originals,Angel Baby,happy,,
ML978,Maze,Happy Feelin's ,happy,,
ML979,Zoe,Love,happy,,
ML980,Young Galaxy,The Angels Are Surely Weeping,sad,,
ML981,PJ Harvey,This Mess We're In,relaxed,,
ML982,Kylesa,Dust,sad,,
ML983,Silversun Pickups,Waste It On,sad,,
ML984,Oh Land,White Nights,relaxed,,
ML985,The Beatles,And I Love Her,happy,,
ML986,Serge Gainsbourg,Requiem Pour Un C...,sad,,
ML987,Bebel Gilberto,Aganju,sad,,
ML988,The Dramatics,Get Up And Get Down,sad,,
ML989,Tinsley Ellis,Speak No Evil,angry,,
ML990,Kurt Elling,Matte Kudasai,sad,,
ML991,Merle Haggard,Going Where The Lonely Go,sad,,
ML992,Johnny Cash,Rusty Cage,sad,,
ML993,Green Day,Sassafrass Roots,sad,,
ML994,Judas Priest,Painkiller,angry,,
ML995,Mr. Big,Addicted To That Rush,sad,,
ML996,The Rolling Stones,Hang Fire,angry,,
ML997,Jack Johnson,From The Clouds,relaxed,,
ML998,Robbie Robertson,He Don't Live Here No More,sad,,
ML999,Stereophonics,Maybe Tomorrow,relaxed,,
ML1000,The Police,So Lonely,sad,,
ML1001,Rockpile,Teacher Teacher,relaxed,,
ML1002,Air,Cherry Blossom Girl,relaxed,,
ML1003,Los Lobos,Come On Let's Go,happy,,
ML1004,Damien Rice,The Blowers Daughter,relaxed,,
ML1005,Byron Cage,It Is To You,relaxed,,
ML1006,Will Downing,Lover's Melody ,relaxed,,
ML1007,Mary J. Blige,I Can See In Color,relaxed,,
ML1008,Hezekiah Walker & The Love Fellowship Crusade Choir,Power Belongs To God,happy,,
ML1009,Donald Byrd,Think Twice,happy,,
ML1010,The Meters,Fire On The Bayou,angry,,
ML1011,Inner City,Good Life,happy,,
ML1012,La Ley,Aqui,sad,,
ML1013,Ednita Nazario,Sobrevivo,sad,,
ML1014,Fats Domino,All By Myself,happy,,
ML1015,Al Green,You've Got The Love I Need ,happy,,
ML1016,Patrice Rushen,Settle For My Love,happy,,
ML1017,K-Paz De La Sierra,Volvere,sad,,
ML1018,Ricardo Montaner,Tan Enamorados,sad,,
ML1019,RBD,Nuestro Amor,sad,,
ML1020,Belinda,Bella Traicion,sad,,
ML1021,Braids,Lemonade,sad,,
ML1022,The Stooges,No Fun,happy,,
ML1023,Sonic Youth,Reena,relaxed,,
ML1024,Fatboy Slim,Everybody Needs A 303,happy,,
ML1025,Metric,On The Sly,angry,,
ML1026,Warpaint,Set Your Arms Down,angry,,
ML1027,White Fence,Harness,relaxed,,
ML1028,Bloc Party,Like Eating Glass,sad,,
ML1029,Smith Westerns,Fallen In Love,relaxed,,
ML1030,Tokyo Police Club,Big Difference,sad,,
ML1031,Love Is All,Make Out Fall Out Make Up,sad,,
ML1032,Tony Bennett,Because Of You,happy,,
ML1033,Billie Holiday,Summertime,relaxed,,
ML1034,The Red Hot Chili Peppers,Blood Sugar Sex Magik,happy,,
ML1035,Warrant,Sometimes She Cries,sad,,
ML1036,Enya,Amarantine,happy,,
ML1037,Andy Andy,Que Ironia,sad,,
ML1038,Victor Manuelle,Asi Es La Mujer,sad,,
ML1039,Motley Crue,Louder Than Hell,angry,,
ML1040,New Order,Shellshock,angry,,
ML1041,The Beatles,I Should Have Known Better,happy,,
ML1042,Roger Daltrey,Without Your Love,happy,,
ML1043,David Lee Roth,Just Like Paradise,relaxed,,
ML1044,Ohio Express,Yummy Yummy Yummy,happy,,
ML1045,Small Faces,Itchycoo Park,happy,,
ML1046,The Supremes,Baby Love,happy,,
ML1047,"Blood, Sweat & Tears",You've Made Me So Very Happy,happy,,
ML1048,Olivia Newton-John,I Honestly Love You,happy,,
ML1049,The Ronettes,"Baby, I Love You",happy,,
ML1050,Van Morrison,Crazy Love,happy,,
ML1051,The Rascals,People Got To Be Free,relaxed,,
ML1052,Eddie Holman,Hey There Lonely Girl,sad,,
ML1053,The Cowsills,"The Rain, The Park And Other Things",relaxed,,
ML1054,The Bee Gees,Tragedy,angry,,
ML1055,The Beatles,Love Me Do,happy,,
ML1056,Wayne Fontana & The Mindbenders,The Game Of Love,happy,,
ML1057,Otis Redding,That's How Strong My Love Is,happy,,
ML1058,The Whispers,It's A Love Thing,happy,,
ML1059,Laura Izibor,From My Heart To Yours,happy,,
ML1060,Rufus & Chaka Khan,Do You Love What You Feel,happy,,
ML1061,Loose Ends,Slow Down,sad,,
ML1062,Ann Nesby,Put It On Paper ,sad,,
ML1063,Anthony Hamilton,The Point Of It All,happy,,
ML1064,Donny Hathaway,I Love You More Than You'll Ever Know,happy,,
ML1065,Jerzee Monet,Most High,relaxed,,
ML1066,Boney James,Don't Let Me Be Lonely Tonight ,sad,,
ML1067,Karyn White,Love Saw It ,happy,,
ML1068,Teena Marie,Portuguese Love,happy,,
ML1069,Lisa Fischer,How Can I Ease The Pain,angry,,
ML1070,Dave Hollister,Take Care Of Home,relaxed,,
ML1071,Gotan Project,Amor Porteno ,sad,,
ML1072,The Infamous Stringdusters,Starry Night,relaxed,,
ML1073,Skeletonwitch,Upon Wings Of Black,angry,,
ML1074,Hatebreed,Destroy Everything,angry,,
ML1075,Lamb Of God,Black Label,angry,,
ML1076,Metallica,St. Anger,angry,,
ML1077,Whitney Houston,All The Man That I Need,happy,,
ML1078,Patti LaBelle,Kiss Away The Pain,angry,,
ML1079,Johnny Hartman,The Very Thought Of You,relaxed,,
ML1080,The Radio Dept.,Heaven's On Fire,angry,,
ML1081,Baths,Maximalist,happy,,
ML1082,Lucinda Williams,Born To Be Loved,happy,,
ML1083,Daft Punk,Make Love,happy,,
